text,label
మొత్తానికి రెగ్యులర్ సినిమాలు ఇష్టపడే ప్రేక్షకులకు తప్ప కొత్తదనాన్ని కోరుకునే వారికి మాత్రం నచ్చడం కష్టమే,0
 కాకపోతే థ్రిల్ ఫ్యాక్టర్ లేకపోవడమే ఇక్కడ సమస్య,0
మళ్లీ అలాంటి అంశాలే రిపీట్ చేయడం వల్ల ప్రేక్షకులకు థ్రిల్ ఉండదు,0
మళ్లీ అదే కాన్సెప్ట్ రిపీట్ చేశాడు ఇది పెద్దగా ఆసక్తి కలిగించకపోగా ,0
దర్శకుడు టెక్నాలజీపై అతిగా ఆధారపడటం చికాకు పెడుతుంది,0
కానీ అతడి ప్రయత్నం ఓ మోస్తరుగా మాత్రమే మెప్పిస్తుంది ,0
కానీ ఆ కాన్సెప్ట్ను డీల్ చేసిన తీరు సిల్లీగా ఉంది,0
లాజిక్కుల సంగతి పక్కనబెట్టేసినా కూడా ఆ ఎపిసోడ్ కన్విన్సింగ్గా లేదు ,0
ఇదంతా ఎప్పుడో 90ల్లో అమ్మవార్ల సినిమాల్లో చూసిన వ్యవహారం ,0
మళ్లీ థియేటర్లకు వచ్చే ప్రేక్షకులకు మాత్రం సమయం కష్టంగానే గడుస్తుంది,0
సన్నివేశాలన్నీ అంచనాలకు తగ్గట్లే ఉండడం నిరాశ పరుస్తుంది,0
నటీనటులు తమ ప్రతిభతో సన్నివేశాల్ని పండించే ప్రయత్నం చేస్తున్నా కూడా ఏదో మిస్సవుతున్న ఫీలింగ్లో ఉంటారు,0
ఇదంతా ప్రేక్షకుల సహనానికి పరీక్ష పెడుతుంది,0
ఈ ఎపిసోడ్ వల్ల సినిమాకొచ్చిన ప్రయోజనమేంటో అర్థం కాదు ,0
అతి పెద్ద కంప్లయింట్ ఏంటంటే ఇది హార్రర్ సినిమా అనే మాటకు న్యాయం చేయలేదు,0
సన్నివేశాల్లో బలం లేకపోవడం వల్లో ఏమో బ్యాగ్రౌండ్ స్కోర్ ద్వారా భయపెట్టాలని చూశాడు,0
కానీ మూడో భాగం తీసేంత ప్రోత్సాహం ప్రేక్షకులు ఇస్తారా అనేదే సందేహం,0
ద్వితీయార్థంలోనే అర్థం లేని రీతిలో కథనం సాగిపోతూ ఉంటుంది,0
దర్శకుడు దీంతో ఎంతో సీరియస్గా మొదలైన కథ సిల్లీగా మారిపోతుంది ,0
అంత వరకూ ఉండిన ఇంప్రెషన్ మొత్తం పోతుంది,0
ఇంతకు మించి ఈ సినిమా గురించి చెప్పుకోవడానికేం లేదు,0
ప్రత్యేక ప్రశంసలు అర్హులూ ఎవరూ లేరు ,0
ఇంతోటి సబ్జెక్ట్లకు నటీనటులు ఎంత వరకూ న్యాయం చేస్తున్నారు అనే పరిశీలన చేయాలన్నా ఆసక్తీ కలగదు,0
హీరోయిన్ పూజా ఝవేరీ సింపుల్గా ఉంది ,0
ఒక్క ట్యూన్ గానీ గుర్తుపెట్టుకోగలగాలి అంటే చాలా మేధస్సు ఉండాలి ,0
కానీ నడుస్తున్న సీన్లో అంత విషయం ఉండదు,0
 90ల నాటి నరేషన్తో సినిమాను మరీ స్లోగా నడిపించాడు,0
కానీ సెకండాఫ్తో సన్నివేశాల సాగతీత విసిగిస్తుంది,0
క్లైమాక్స్ బాగానే ఉన్నప్పటికీ ప్రి క్లైమాక్స్ సుదీర్ఘంగా సాగి ప్రేక్షకుల్ని ఇబ్బంది పెడుతుంది,0
మనం చూసిన హార్రర్ కామెడీలతో పోల్చి చూస్తే చంద్రకళ కొత్తగా ఆఫర్ చేసేదేమీ ఉండదు,0
వాన ఫేమ్ ఉదయ్ కూడా ఏమంత ఆకట్టుకోడు,0
కలిసి అందించిన మ్యూజిక్ ఏమంత ఆకట్టుకోదు,0
 సాదాసీదా కంటెంట్ వల్ల అతడి ప్రత్యేకతేమీ కనిపించలేదు ,0
 కొంత కామెడీ వర్కవుటైనప్పటికీ చాలా సన్నివేశాలు సిల్లీగా అనిపిస్తాయి ,0
 కథను సరదాగా నడిపించాలని ప్రయత్నించాడు,0
ఐతే అక్కడక్కడా నవ్వుకున్నప్పటికీ కథలో ఇన్వాల్వ్ కావడం కష్టం ,0
ఒక పద్ధతంటూ లేకుండా ఇష్టానుసారం కథ వెళ్లిపోవడంతో ప్రేక్షకులకు ఆసక్తి సన్నగిల్లిపోతుంది,0
సినిమాకు ముగింపు ఇచ్చాడు దర్శకుడు క్లైమాక్స్ నిరాశ పరుస్తుంది,0
 డబ్బింగ్ తో అయినా కొంతమేర కవర్ చేసే ప్రయత్నం చేయాలి కానీ అదే జరగలేదు,0
డబ్బింగ్ కూడా ఏదో మొక్కుబడిగా అతకనట్లుగా చేశారు,0
దీంతో మన ప్రేక్షకులు ‘మరకతమణి’తో కనెక్టవడం మరింత కష్టమవుతుంది,0
ఈ సినిమాతో కనెక్టయ్యే అవకాశముందేమో కానీ తెలుగోళ్లకు మాత్రం కష్టమే,0
వల్ల తెలుగు వాళ్లు అతడితో కనెక్ట్ కావడం కొంచెం ఇబ్బంది కావచ్చు ,0
ఇప్పుడున్న ప్రమాణాలతో చూస్తే విజువల్ ఎఫెక్ట్స్ అంత గొప్పగా లేవు ,0
చాలా వరకు వాయిస్ లు అతకనట్లుగా అనిపిస్తాయి,0
చివరగా ఈ ‘మణి’లో మెరుపులేం లేవు,0
పాటలు వినడానికి బాగున్నా అసందర్భంగా వచ్చి పడటంతో అవీ ఇబ్బంది,0
 ప్రోమోస్ లో ఉన్న తాజాదనం కథాకథనాల్లో లేదు ,0
 కథ ఎలా సాగుతుందని ముందే స్పష్టంగా తెలిసిపోతుంటే ఇక ఆసక్తి ఏముంటుంది ,0
ప్రేమకథలో ఫీల్ లేకపోవడం వినోదానికి ఆస్కారం లేకపోవడంతో ‘కాదలి’ ప్రేక్షకుడి సహనానికి పరీక్ష పెడుతుంది,0
ఆరంభంలో చెప్పుకున్న అదనపు ఆకర్షణలు తప్పితే ‘కాదలి’లో చెప్పుకోదగ్గ విశేషాలేం లేవు,0
ఐతే నటనలో ఆమె నిలకడ కొనసాగించలేకపోయింది,0
ఐతే ఈ విషయంలో నిరాశ తప్పదు ,0
పూజ చాలా యావరేజ్ గా అనిపిస్తుంది,0
ఐతే నటనలో మాత్రం ఇద్దరూ అంతంతమాత్రమే ,0
ఎటొచ్చీ దర్శకుడు పట్టాభినే నిరాశ పరిచాడు,0
అతను ఎంచుకున్న కథ కొత్తది కాదు దాన్ని ప్రెజెంట్ చేసిన తీరులోనూ కొత్తదనం లేదు,0
ఆసక్తికరమైన సన్నివేశాలూ లేవు,0
చెప్పుకోదగ్గ మలుపులూ లేవు,0
పైగా నరేషన్ డెడ్ స్లో కావడంతో ‘కాదలి’ని ప్రేక్షకులకు చేరువ చేయలేకపోయాడు పట్టాభి  చివరగా భారమైన ‘కాదలి’  ,0
 ఇక హీరో ఆమెతో చేసే రొమాన్స్ గురించి కూడా కొంచెం చెప్పుకోవాలి,0
శృంగారం మోతాదు కొంచెం ఎక్కువే కానీ అదీ మరీ శ్రుతి మించలేదు,0
వినోదం పాళ్లు బాగా తగ్గాయి,0
అదనపు ఆకర్షణలు మాత్రమే అయ్యాయి ,0
ఉన్నటువంటి జీవమున్న పాత్రలు ఇందులో కనిపించవు,0
లైన్లో సాగినప్పటికీ ఇక్కడ ఎమోషనల్ కనెక్ట్ అన్నది పూర్తిగా మిస్సవుతుంది,0
సినిమాలోనూ ఇదే తరహా కామెడీ అంటే ప్రేక్షకులకు విసుగెత్తదా,0
జోకులతో నవ్వించినా మిగతా పాత్రలు పెద్దగా ఎంటర్టైన్ చేయలేకపోయాయి,0
 ఏ ప్రేమకథనూ ‘బిల్డ్’ చేసే ప్రయత్నం చేయలేదు,0
వాళ్లు ఇంప్రెస్ కావడానికి సరైన కారణాలే కనిపించవు,0
ఇక ముగ్గురినీ ముగ్గులోకి దించాక దోబూచులాటలు మామూలే,0
ఇలాంటి వ్యవహారాలు ఇంతకుముందు చాలానే చూశాం ,0
 కానీ హీరోయిన్లతో రొమాంటిక్ ట్రాక్ ఏది కూడా ‘ఫీల్’ అయితే ఇవ్వదు,0
ప్రేక్షకుల్లో పెద్దగా ఎమోషన్ తీసుకురాదు,0
క్లైమాక్స్ కూడా మామూలే,0
పోల్చుకుంటే మాత్రం ఇక చెప్పనక్కర్లేదు,0
ఓ మధుర జ్ఞాపకంగా మిగుల్చుకున్న సినీ ప్రియులకు ‘ఫ్యాషన్ డిజైనర్’ టేస్ట్ లెస్ గా అనిపిస్తుంది ,0
పాత్రకు అంత బాగా ఏమీ సూటవ్వలేదు,0
 తన వంతుగా ఏదో ప్రయత్నించినప్పటికీ ఈ క్యారెక్టర్ని నిలబెట్టలేకపోయాడు సుమంత్  ,0
హీరోయిన్లందరూ సోసోగా అనిపిస్తారు,0
ఉన్నంతలో అనీషా ఆంబ్రోసే బెటర్ ఐతే ఆమెకు సరైన మేకప్ వేయలేదు,0
దర్శకుడు నటన పరంగా వీళ్ల గురించి ప్రత్యేకంగా చెప్పుకునేదేం లేదు,0
నటన వాయిస్ బాగున్నప్పటికీ ఆ క్యారెక్టర్ కూడా తేలిపోయింది,0
మిగతా వాళ్లంతా మామూలే,0
ఈ అవకాశాన్ని సద్వినియోగం చేసుకోలేకపోయాడు,0
 సినిమాల విషయానికి వచ్చే సరికి ఆ పనితనం చూపించలేకపోతుండటం,0
కానీ సినిమా చూస్తే మాత్రం ఆయన గత కొన్నేళ్లలో తీసిన సినిమాలకు భిన్నంగా ఏమీ అనిపించదు,0
 ఈ విషయంలో పూర్తిగా నిరాశ పరిచాడు,0
కథనంలోనూ ఏ ప్రత్యేకతా చూపించకపోవడంతో ‘అంధగాడు’ చాలా మామూలు,0
ట్విస్టు ఇవ్వడం అన్నది ఔట్ డేట్ అయిపోయిన వ్యవహారం,0
 ఈ ప్లాట్ ను రాజ్ తరుణ్ కోసం ఎంచుకోవడమే పెద్ద మైనస్,0
చూడ్డానికే ఏదోలా అనిపిస్తుంది,0
చివర్లో దర్శకుడు ఇచ్చిన థ్రిల్ ఫీలవకపోవడానికి ఇది కూడా ఓ కారణం,0
కొంచెం ఎంటర్టైన్మెంట్ పార్ట్ మినహాయిస్తే ఇందులో ఎంగేజ్ చేసే అంశాలేమీ,0
అనే టైటిల్ ఎందుకు పెట్టారన్నదే అర్థం కాదు ,0
అందులో లాజిక్ ఏమీ లేదు ,0
సినిమాలో చాలా సన్నివేశాలు కూడా ఇలాగే ఇల్లాజికల్ గా అనిపిస్తాయి,0
ఎంత ఉదార స్వభావులైనప్పటికీ మరీ ఇంత సిల్లీగా కథను నడిపిస్తే ఎలా ,0
కానీ ఇంటర్వెల్ ముందు వచ్చే ట్విస్టుతోనే కథనం ట్రాక్ తప్పుతుంది ,0
ఈ ఎపిసోడ్ మొత్తం ప్రేక్షకుల్ని బాగా విసిగిస్తుంది ,0
పైగా ముందుకెళ్లాక ఈ ట్రాక్ మొత్తం ట్రాష్ అనడంతో ప్రేక్షకుడికి చిర్రెత్తుకొస్తుంది,0
సినిమాను సరదాగా నడిపించాలనే ఉద్దేశంతో కథలోనూ సీరియస్ నెస్ లేకుండా చేశాడు,0
ప్రథమార్ధంలో లాగా రెండో అర్ధంలో కామెడీ అయినా వర్కవుట్ అయి ఉంటే ఓకే అనుకోవచ్చు కానీ అదీ లేకపోయింది ,0
కాకుండా ఇప్పుడు పాట రావాల్సిన టైం అయింది అన్నట్లు వచ్చి పడటంతో ప్రేక్షకుడు మరింతగా డిస్కనెక్ట్ అయిపోతాడు ,0
 పాటలు కూడా సందర్భోచితంగా ,0
ద్వితీయార్ధం తలా తోకా లేకుండా సాగుతూ విసిగించడంతో ముగింపు కోసం ఎదురు చూడటమే మిగులుతుంది,0
ప్రేక్షకులకు ఏ రకంగానూ ప్రత్యేకమైన అనుభూతిని మిగల్చడు,0
కానీ చివరికి వచ్చేసరికి ఆ పాత్రకు సూటవ్వలేదన్న ఫీలింగ్ కలుగుతుంది ,0
ఇలాంటి పాత్ర కోసం రాజ్ తరుణ్ ను ఎంచుకోవడమే పొరబాటు అనిపిస్తుంది,0
అక్కడ కూడా ఆమెను చూస్తుంటే ఒక మొనాటనీ కనిపిస్తుంది ,0
మెయిన్ విలన్ స్థాయికి సరిపోలేదు ,0
ఆ పాత్ర కూడా ఏమంత ప్రత్యేకంగా లేదు,0
ఆయన ఇలాంటి పాత్ర ఎలా ఒప్పుకున్నారో అనిపిస్తుంది,0
 కూడా ప్రత్యేకంగా ఏమీ చేయలేదు,0
సంగీతం సోసోగా అనిపిస్తుంది,0
సంగీతం మామూలుగా అనిపిస్తుంది,0
కొన్ని చోట్ల లౌడ్ నెస్ మరీ ఎక్కువైంది ,0
తన ప్రత్యేకతను చూపించే అవకాశం స్క్రిప్టు ఇవ్వలేదు,0
సినిమాకు స్క్రిప్టు విషయంలో పెద్దగా కసరత్తు చేసినట్లు అనిపించదు,0
 ఏదో పైపైన హడావుడిగా నడిపించేయడమే తప్ప ఇందులో బలమైన కథ కానీ ఆసక్తి రేకెత్తించే కథనం కానీ లేకపోయాయి,0
కొన్ని చోట్ల కామెడీ వర్కవుట్ చేసినప్పటికీ ఇంకే ప్రత్యేకతా చూపించలేకపోయాడు,0
దర్శకుడిగా అతను నిరాశ పరిచాడు,0
 కథనం కొన్ని జవాబుల్లేని ప్రశ్నలు లాజిక్ లేని సీన్స్ అంతా కలిసి చివరికి ‘వెంకటాపురం’ ఒక మిశ్రమానుభూతి కలిగిస్తుంది  ,0
సరైన కసరత్తు చేయకుండా హడావుడిగా పని కానిచ్చేసినట్లుగా అనిపిస్తుంది,0
కొన్ని చోట్ల మరీ సిల్లీ తప్పులు చేయడంతో అవి పంటి కింద రాళ్లలా తగులుతుంటాయి,0
లాజిక్ ఏంటో అర్థం కాదు,0
ఆశించిన మేర ప్రేక్షకుల్ని ఆకట్టుకోలేకపోయింది,0
 అక్కడక్కడా చేసిన ఇలాంటి తప్పిదాల వల్ల,0
సాదాసీదా ఫ్లాష్ బ్యాక్ ఎపిసోడ్ వచ్చి ప్రేక్షకుల మూడ్ ను డిస్టర్బ్ చేస్తుంది,0
 ప్రేమబంధాన్ని బలంగా చూపించాల్సిన ఆవశ్యకతను గుర్తించలేదు,0
సిల్లీ సిల్లీ సన్నివేశాలతో ఈ ట్రాక్ తేలిపోయేలా చేశాడు,0
సన్నివేశాల్లో పాత్రలు స్పందించే తీరు జవాబు లేని కొన్ని ప్రశ్నలు ప్రేక్షకుడిని తికమక పెట్టినప్పటికీ ,0
 కొన్ని సీన్స్ మాత్రం మరీ పేలవంగా అనిపిస్తాయి ,0
దానికి అసలు బదులే లేకపోవడం ఆశ్చర్యం కలిగిస్తుంది ,0
అసలు హీరోయిన్ తన బ్యాగు కోసమని కోరి ఆపద కొని తెచ్చుకోవడం కన్విన్సింగ్ గా అనిపించదు,0
ఇంకొంచెం శ్రద్ధంగా స్క్రిప్టును తీర్చిదిద్దుకుని,0
 నటన పరంగా అతను పెద్దగా చేసిందేమీ లేదు,0
ముఖంలో పెద్దగా భావాలేమీ పలకలేదు,0
పాత్రకు అవసరమైన వెయిట్ తీసుకురాలేకపోయింది,0
ఆమెలో హీరోయిన్ ఫీచర్స్ లేకపోవడం సినిమాకు మైనస్ అయింది,0
వీళ్లిద్దరే మిగతా నటీనటులంతా మామూలే ,0
పాటల గురించి పెద్దగా మాట్లాడుకోవాల్సిన అవసరం లేదు,0
కానీ దర్శకుడిగానే అంతగా మెప్పించలేకపోయాడు,0
స్క్రిప్టును సరిగ్గా తెరమీదికి తీసుకురావడంలో బిగితో కథనాన్ని నడపడంలో తడబడ్డాడు,0
కామెడీ చూస్తున్న ఫీలింగ్ ఇది ఎంతమాత్రం కలిగించదు ,0
ఆత్మ లోపించినట్లు కృత్రిమంగా అనిపిస్తూ మరీ నెమ్మదిగా సాగుతూ ప్రేక్షకుడి సహనాన్ని పరీక్షిస్తుంది ,0
కానీ ఒరిజినల్ చూసిన వాళ్లకు ఏదో మిస్సవుతోందన్న ఫీలింగ్ వెంటాడుతూ ఉంటుంది,0
కామెడీగా చెప్పుకున్న ఈ సినిమాలో అడల్ట్ కంటెంట్ మరీ వెర్రెత్తించేసేలా ఏమీ లేదు,0
నానిని ఇలాంటి క్యారెక్టర్లో చూడటం ప్రేక్షకులకు కొత్తే  అమలాపాల్ తన పాత్ర పరిధిలో బాగా చేసింది  కీలకమైన పాత్రలో శరత్ కుమార్ కూడా ఆకట్టుకున్నాడు,1
